comments,date
Ang pagsasabi ng totoo ay makakapagpagaan ng mabigat na kalooban. Face your consequence. Mahirap ang pinagdaraanan mo ngaun pero alam natin dapat May kaparusahan ang mga nagawang mali. Hindi magwawagi ang kasamaan.,11/17/2025
It is more credible if do it live.,11/17/2025
The most awaited update sa Facebook!,11/17/2025
"Mag live po kau, dami nila palusot!",11/17/2025
"Salamat po sa pag butyag ng katotohanan, Pero dapat din po kung may atraso ka sana harapin mo rin.",11/17/2025
"Pwede po yung behind the scene sa ""The Flight to the Hague""",11/17/2025
Magkano binayad sa ICC The Hague?,11/17/2025
Bongbong Marcos nood na po kayo mahal na Presidente.,11/17/2025
Isiwalat Muna Ang lahat cong ,11/17/2025
God is good All The Time. Kaya mo Yan zaldy co noon galit Ako Sayo ngayun Hindi na dahil tinama mo Ang pagkakamali mo tao lang Tayo nagkakamali god bless and your family... Ingat ka ngayun Kung saan ka man naroroon,11/17/2025
"Sir kanta nyu na lahat ng alam nyu pati dun sa pagkidnapped Kay prrd
",11/17/2025
"Medyo mahaba yung video pero honestly worth every minute kasi napakinggan ko talaga yung kabuuang paliwanag mo. Ang dami kasing nagbibigay ng opinion na hindi naman nakikita yung buong picture. Nakakagaan ng loob marinig na deretsong in-explain mo yung… See more
",11/19/2025
ISIWALAT mo ang katutuhanan dahil ang DIYOS ay nalulugod sa taong Taos pusong gusto magbago....kung totoo mga sinasabi mo nakatutok sau ang 31MILLION na tao ...gabayan ka nawa ng panginoon at lumakad ka sa Daan matuwid..tungo sa katutuhanan at hulihin… See more,11/17/2025
Kahit papa'no nabawas bawasan galit namin sa'yo Cong. More upload pa.,11/17/2025
pgnssauli mupo ung pera ng bayan at ikanta ang pinakamaster mind..bilib n akonsayu n ngsasabi k ngtotoo,11/17/2025
sabihin nio n po lht ng nalalaman nio at kung maari wag n po muna kayo bumalik delikado po buhay nio dito..,11/17/2025
"Sana cong Zaldy Yung tungkol na naman sa pag kidnap ni tatay FPRRD,",11/17/2025
Sana isiwalat mo rin magkano binayad nyo sa mga congressman na nag sign sa impeachment ni VP! Magkano binayad nyo sa mga Generals sa pag kidnap kay PRRD!,11/17/2025
mglabas kna ng mga video at evidence pra mas exciting na!,11/17/2025
Ito na ito na.. ,11/17/2025
"sabhin muna sir lahat2 para matapos na ang lahat,,",11/17/2025
Apila nlang pud sir pati Ang pag kidnap Kay PRRD pati sa impeachment ni VP,11/17/2025
"Kung pwede mag zoom meeting kayo ni Sen. Marcoleta, Cong. Kiko Barzaga bukas November 18 at i connect sa tv screen sa Edsa at sa Quirino grandstand, para wala na silang masabi na AI itong video nyo Sir Zaldy. Maraming salamat po ",11/17/2025
Mr co ipaliwanag mo na rin Ang papel ni bbm remulla sa pagkidnap Kay prrd,11/17/2025
Season finale na..,11/17/2025
Sec. Mina sana mag salita na din,11/17/2025
Pwede po bang sa part 4 ang pagbukas po nang maleta???,11/17/2025
sa finale… mgbigay ka ng video Rep. Zaldy Co para wla ng kawala,11/17/2025
"Sana mr co, lahat ng alam mong panggigipit sa mga Duterte isiwalat mo na din..sana lahat ng resibo, pati ebidensya (video o convo) ilabas nyo na din po.. Yaman din lang at inumpisahan nyo na.",11/17/2025
Please pakilabas na ng lahat! All evidence na ,11/17/2025
bilisan mo ang part 3 mamaya maunahan ka pa nila ingat nlng po sa buhay niyo salamat po ang nagsalita na kayo ng totoo Sana panindigan mo ito hanggang dulo Sana hind magbago ang mga sinabi sa ganitong paraan manlang makabawi kayo sa mamayang PILIPINO,11/17/2025
Salamat po sa kanta nyo nasa tono po kayo. Ingat po kayo lagi hintayin ko po ulit ang sunod nyo kanta.,11/17/2025
Truth and Justice shall always prevail,11/17/2025
Nxt video sir Rep. Zaldy Co ilabas nyo na po lahat,11/17/2025
Keep safe po. Praying for you and your family.,11/17/2025
Salamat sir sa inyong katapangan.,11/17/2025
Zaldy Co wants to profit from FB so he cut this video into three I think.,11/17/2025
Praying for your safety Cong. Zaldy. May the Lord God guide you always,11/17/2025
Better to burst it all out before it’s too late po! Hoping po sa susunod na video sana andun na lahat lahat pati yung sino sino talaga sila with the evidence po. Salamat po,11/17/2025
"Ninakawan na kayo ng bilyon bilyon harap harapan DDS, KAKAMPINK AT BBM pa din nasa isip nyo. Hindi ba pwede yung pilipinas isipin nyo. Dahil lahat naman tayo pilipino.",11/17/2025
Ang kakapal ng mukha nitong mag pinsan…di natutulog Ang Diyos tandaan nyo yan,11/17/2025
Maliit na rin ang ginagalawan mo isama mo na mga congressman na Kasama nyo na mga corrupt... Pinagkaisahan ka na rin nila at di Sila naniniwala sa mga sinasabi mo.,11/17/2025
Oo mga shimenet Rep. Zaldy Co Ibulgar mo sino utak sa Signature campaign kay Inday Sara Duterte at yung mga cong sa wuadcom name drop mo na din kung involved...Confession ninyo na po ito...lahatin mo nah po...,11/17/2025
Ang laki ng pera tapos utang pa ng utang sa ibang bansa.. wala naman proyekto.. sure ipinambayad sa icc.,11/17/2025
Sir basin naa kay nahibaw-an Sa The Hague Pag kidnap ni Tatay Digong,11/17/2025
Pagkidnap po kay PRRD baka pwede nyung isalaysay kung sinong mastermind,11/17/2025
Tagal po ng part 4,11/18/2025
"My main takeaway from this is that we have, yet again, another politician pointing fingers to look clean and innocent. There’s zero real accountability, no willingness to return the money, and no effort to help speed up the judicial process. It’s always the same PR.",11/17/2025
Isiwalat mo na lahat ng nalalaman mo. Pati yung binayad sa mga Congressman para pumirma sa impeachment ni VP,11/17/2025
Salute to you sir!,11/17/2025
Kung wala po napunta sa inyo sir.. Paano po niyo ngayon ipaliwanag sa amin lahat.. Ang lahat ng asset niyo sasakyan panghimpapawid na nagkakahalaga ng humigit kumulang na 4.7 billion pesos. Kasama na ang inyong private jet plane at mga helicopter.,11/17/2025
Isiwalat mo na po lahat lahat!!!! Pakitodo na po!!!,11/17/2025
Sabihin Nanaman SA mga inutel na binayaran SA mga #du30 Yan para mag salita laban KY BBM tagal makulong SA mga hanggaw . Nakatulog pa Kaya mga un,11/17/2025
Tama Lang ginawa MO,11/17/2025
Good job zaldy co,11/17/2025
ginawa mo naman kasing teleserye ang pagbubunyag mo.may part 1 pa at part 2 part 3 ilang part ba yan sir.ibuhos mo na lahat para paniwalaan ka ng tao.wala ka ba talagang naparte sa bilyon bilyon na naka maleta sir.,11/17/2025
"Yung part 4 po please, paki banggit ang pag kidnapped po kay Tatay",11/17/2025
"Dapat Cong,sabhn mo na ung totoo mgiging bayani ka pa ,dahil maliligtas mo pa ung buong pilipinas sa mga magnnakaw...PBBm at pinsan nya c romualdez mga Walang hiya tao ..",11/17/2025
"Sir napakarami nyong sasabihin ..
Sana yong buong katotohanan lamang..
Kasi madami sir na hindi naniniwala sa sinasabi mo na hindi ka nagkaroon ng bahagi sa bilyon bilyong piso na ninakaw sa kaban ng bayan.. malabo sir na hindi ka nagkaroon ?
Maaring totoo sir yang mga sinasabi mo..
Pero meron kang inilihim..
Para naman sir sakali nga mapatay ka nila eh maalalala ka sa nagawa mo na ikabubuti ng bansa...
Patunayan mo sir na hindi ka nga nagkaroon jan..
Isama mo na yong impeachment nyo kay vp Inday Sara Duterte ..
Isama nyo na yong wala sa Constitution na pagpapadala kay PRRD sa The Hague
Tutal nagtapat kalang din Kamo..
Magsabi ka sir ..
Walang dagdag .. walang bawas ...",11/17/2025
Nagnanakaw tapos paawa effect pano nmn yung mga taong naapektuhan ng baha hanggang ngaun..tama na ang drama kailangang may managot.. Dapat my death penalty na sa mga corrupt!,11/17/2025
"tutuo po yan sir pati po ako ay galit na galit saiyo at sa mga kasamahan mo, pero ngayon sa ginawa mong yan nawala ang galit ko at sana, ilahad mo na lahat nang nalalaman mo, i salot you sir, na intindihan kita",11/17/2025
"Rep. Zaldy Co Cong, baka pwde mo nadin isali ang mga ICC at paano Nyo po na SET UP ang Dating pangulo. Maraming salamat po sapagsiwalat ng totoo... God Bless you and May God Protect you",11/17/2025
God Bless and protect our country,11/17/2025
Laglagan na pero the fact na lahat ay may na knowledge lahat kayo sangkot,11/17/2025
good job sir i salute you to your brave estatements but still you have to face the charges of your participation for those corruptions in the country.,11/17/2025
Sana may upload today late na kayo Cong Ng 1 day sa upload.,11/17/2025
Ikaw ang itinuturo ng mga nag testify sa senado kaya dapat umuwi ka para mag defense sa mga allegations laban sau..wag sa social media kc hindi nman under oath ang mga kwento mo,11/17/2025
"Mas mainam na ikanta niyo na po lahat ng nalalaman nio, para mautas man nila kayo , nailabas nio ang totoo .. maawa kayo sa mga mamamayan nio na sobrang lugmok na.. habang kayong mayaman na ..ay di pa din kuntento sa yaman na meron kayo..",11/17/2025
wag nyo po kami gawing tanga. Alam mo na lahat ng mga sinasabi mo ay walang halaga lahat hanggat hindi ito sworn statement. Mag apostille ka nga!,11/18/2025
Salamat Dating Cong Zaldy Co ilabas nyo n lahat Ng nalalaman nyo para sa Bayan God bless,11/17/2025
maganda siguro ito ipalabas sa Rally,11/17/2025
"AI video - Fake or not ?
AI maximum play 10 secs.
Why are AI video generators limited to a few seconds of video? : r/ArtificialInteligence
To generate 5-second videos, you train the model on a ton of 5-second clips. If you want a 10s clip, since the model is not trained on any ...
not edited.",11/17/2025
Ilabas niyo na lahat ng ebidensya .ipapadampot na kayo ni buying sa interpol,11/19/2025
"Iupload nyo na po lahat ng ebidensya at lahat ng nalalaman nyo bago pa kayo matunton , para naman kahit papano natulungan mo ang bansang pilipinas ,taong bayan na maresolba ang lahat ng katiwalian sa gobyerno, sa gnyang paraan mapapatawad ka namin",11/17/2025
God protect you for sharing the truth,11/18/2025
"sino kayang mambabatas ang pwedeng magpasa ng batas na bawal mag labas ng ebidensya na gumagamit ng script dapat lahat on the spot, 😂doon natin malalaman kung tunay,",11/17/2025
Good job,11/17/2025
tell all na rin po sana sa CONFIDENTIAL fund ni VP sara,11/21/2025
God bless you always sir. Sana ilabas mo din kung sinong mga congressman ang binayaran gamit ang taxpayers money to impeach the VP.,11/17/2025
SANA po sabihin nyo din ang tungkol sa pag kidnap kay PRRD at sa impeachment ni VP sara.,11/17/2025
Ikanta mo naman po ung mga kasama mong congressman na nakinabang.... Idamay mo na po lahat,11/17/2025
Di po ito AI! Period!,11/17/2025
What does it profit a man to gain the whole world but loses his soul?,11/17/2025
"Protect Zaldy Co and his family. Your family proud of you,sa pagsisiwat mo.Fellow Pilipino will pray for your safety.",11/17/2025
"Ang challenge namin kay Rep. Zaldy Co ,.isiwalat mo po paano ang nangyaring porsyento ng mga Tungressman sa ghost project.,magkano ang bawat na nakuha lahat ng mga pumirma sa impeachment.,lalo na ito mga Buwayang Tuwadcom.",11/17/2025
"Protect him so he could testify and tell the truth to the court but also, to hold him accountable for what he has done. He is just as guilty, as those who stole, regardless of his explanations.",11/17/2025
"Sir, during last election, may nangyayari bang dayaan esp. Sa senatorial candidates?",11/17/2025
Pano naging AI yan mga libat ba kayo?,11/17/2025
later na ang pagluluto ng dinner. marites muna aq dito🤣,11/17/2025
"https://www.facebook.com/share/r/1742VuNtk3/
Sir, itong video nyo ginawang ng AI ng mga BAYARANG VLOGGER ni BBM iniba nila ang statement mo. Sana mapanood mo ito.",11/22/2025
Can we all Filipinos unite already to stop all the corruption. We deserve better.,11/17/2025
PARANG AWA MO NA ZALDY CO. ILABAS NA LAHAT NG EBIDENSYA NA MERON KA!,11/17/2025
"Bket pa konti konti lng,mag live ka at sbihin mo na lahat lahat ng minsanan bago mahuli ang lahat.bka bukas makalawa ipapatigok ka na nila at least nasabi muna lahat.wala talaga maganda kahihinatnan ang paggawa ng masama sa buhay na e2 nde kailangan ng maraming pera ang importante meron kang peace of mind.",11/18/2025
Okay. Kelangan mo na umuwi at manumpa para magamit na evidence para makulong na kayo ng sabay sabay bago magpasko at ibalik nyo lahat ng ninakaw sa kaban ng bayan!,11/17/2025
Sir ila as nyo na po kong sino nakinabang sa pera 100 billion mga congressman ika ta mo na.,11/19/2025
"Good for you kasi inilabas mo ang mga baho nyo na matagal nyo nang kinikimkim at tinago, nagawa mo man ang paglabas ng mga expose na iyan, ikaw, si Martin at si bbm at iba pa dyan, lahat kayong nasasangkot, ay dapat parin kayong managot, hindi iyan ibig sabihin na inilabas mo ang baho nyo, ay ligtas kana, kasama ka pa rin sa dapat mapaparusahan, AMEN🙏",11/17/2025
"Do it live, on your next public statement",11/17/2025
"Sad reality lahat ng pinagtatakpan ka dati sya na ding nagdidiin sayo ngayon, double time ang Congress para sayo lahat isisi. Malaki ang naging kasalanan mo oo pero wag mo hayaan na ikaw at sayo lang ang sisi ng lahat ""accountability"" dapat lahat ng kasabwat, tama lang na ibinunyag mo lahat sana ay makamit ng lahat ng Pilipino except the corrupt officials ang hustisya.",11/18/2025
Ingat po kayo alam ko na isa ka rin sa ginamit ng mga marcos para sa pagkamkam ng pera ng bayan sabihin mo na lahat atleast man lang makabawi ka sa taong bayan.alam po namin na may mali po kayo ito na yong pagkakataon para matigil ang kanilang kasakiman.wag po kayo pahuli sa kanila baka matulad po kayo kay guteza ingat.,11/17/2025
Salute to you Sir🫡,11/19/2025
Alam po nmin nha sangkot k din pero slamat p din at my awa kpa s mga ordinaryong tao at s mga bansa sana isiwalat mo din kung sino ngpakidnap KY tatay digong at ngpa impeach KY Sara sabihin n lhat pra s ikabubuti ng bansa nto sobrang gulo at Hirap nha,11/17/2025
"Let the TRUTH sets you free, be transparent, name the persons accountable, accounting of all anomalous transactions with presentation of hard verfiable evidences and be the person that bares it all to give justice to the people and the nation who suffered the most from this betrayal of reposed public trust!",11/19/2025
"Nakagawa Ng mali Ngayon Tinatama Dyos nga marunong mag patawad Pano pa mga ordinaryong tao, 10 lng utos Ng Dyos Sana nasunod at Sumunod,
Pero may batas Ng tao na need masundo makukulong pdin at bubunuin ang sintensya pero atleast ang galit Ng taong bayan ay nabawasan o nawala Dahil sa pagiging totoo at maging mabuti.",11/18/2025
BAYANI SI ZALDY CO -DDS,11/18/2025
ilabas nyu na po lahat ng ebidensya kawawa mga pilipino .. kng totoo man ang lahat ng to bababa ang presidente na pilipinas bagsak na ang gobyerno ng pilipinas mas maraming pilipino ang maghihirap,11/18/2025
keep safe sayo sana managot na tlg ang totoong my sala mag iingat k pra smin n humihingi ng hustisya laban s koraption,11/17/2025
Yung mga pera pa na pina mudmod nyo pra sa impeachment ni vp sarah.,11/17/2025
The truth will set you free,11/17/2025
What shall it profit a man if he shall gain the whole world but disowned by his own family.,11/17/2025
Kaabang abang sana may video kana ilabas cong.,11/17/2025
"Take your oath. And face the investigation.
Face the consequences that you yourself has to take.
Kung may malasakit ka pang natitira sa lahat ng mga namatay nasalanta at nawalan ng buhay kabuhayan at bahay sa pagiging ganid at lahat ng alepores mo mula sa opisina mo hanggang local unit ng DPWH... humarap ka..
Nakaya ngang itakbo ang mga eroplano mo at helicopter palabas ng bansa bakit hindi mo magawang lumipad dito, Gamit ang pera mo.",11/17/2025
"ibalik mo ang pera namen ng bayan, at pagbayadan mo ng malaki ang kasalanan mo sa bayan pati kay PRRD!!!!!!",11/17/2025
"What is this?
You need to drop solid evidence. Same thing for the last 4days. Give something more. Karapatan yan nang mga Pilipino, and yet you’re just giving snippets.",11/17/2025
Umuwi kana sir. Dito mu patunayan lahat nang yan. Pero doble Ingat ka kc may sa demonyo mga kinalaban mu.,11/17/2025
Sabhin mo na at ilabas po ang lahat kc ipapatay ka nila mabigyan malang ng katarungan mga namatay sa baha,11/17/2025
Fuck you!,11/17/2025
sabihin mo na lahat cong,11/17/2025
sana po sabihin mo na lahat2x baka mapatawad ka pa nmin basta maituro mo lahat ng sangkot sa pagnanakaw!!,11/17/2025
LORD GOD PROTECT all your people and the witnesses who speak up the Truth....,11/17/2025
"Panginoon naming Diyos, ibigay mo na po sa amin ang aming hinihiling... Please po. 🙏🙏🙏🙏🇵🇭 Nakakaawa na ang mga tao, nakakaawa ang bansang Pilipinas. Nagmahal lang po kami at nagpatawad sa aming kapwa na nagkasala. Binigyan namin silang nagkamali ng pagkakataon na gawin ang tama, subalit kung talagang hindi na po sila masasawata sa kanilang pagsuway, loobin mo pong iligtas kaming sa Iyo ay lubos na sumasampalataya. 🙏🇵🇭😢😢😢😢 Pahirin mo po ang aming mga luha, ang kalungkutan at pangamba sa aming mga puso ay palitan Mo po ng galak at pananabik na makita ang Iyong napakalakas na kapangyarihan. Amen. 🙏🇵🇭",11/17/2025
Gumalaw ka na sir gamitin mo na rin resources mo para mapatunayan ang lahat na ebidensiya na nilatag mo dahil inipit kana ecacancel na pasaport mo at kakasuhan ka na ng mga dati mong kaalyado.,11/19/2025
God has a plan for you to reveal this things let all truth comes out. Pray for your safety and to your family's.,11/17/2025
"In the first place Kasi kung Walang currapt na mga na ka upo na yan Wala rin magagawa Ang mga contractor kungdi sudin at Gawin ng maayos Ang contrata na binigay sa kanila
Pero nag uunahan pasila para maka kubra ng pera ng project",11/17/2025
"Hiling ng taongbayan Sir ilaglag muna din lahat ng kasama mo sa Congress lalo na ung mga nasa Leadership na mga bata din ni Tamby, Sir andyan ka na din sa sitwasyon na yan lubos lubosin muna ang paggawa ng Tama sa pagsisiwalat ng lahat ng kasamahan mo sa Congress na may Leadership Fund na insertion, Masama na lamang sir ang tingin sau Ng Tao pero Kung gagawa ka lahat ngaun ng kabutihan sa taong Bayan at ituturo mo lahat ng Leadership Fund na insertion sa pamumuno mo as Chairman ng Appropriation Committee aba pwedeng mabaligtad ang sitwasyon at kung magalit man sau ang taong bayan, makikita pa rin nila Sir ang kabutihan na iyong gagawin para sa taong bayan, ilabas mo din Sir sana ang Resibo ng lahat ng may Leadership Fund 2023, 2024, 2025.. Salamat po",11/18/2025
"Hiling ng taongbayan Sir ilaglag muna din lahat ng kasama mo sa Congress lalo na ung mga nasa Leadership na mga bata din ni Tamby, Sir andyan ka na din sa sitwasyon na yan lubos lubosin muna ang paggawa ng Tama sa pagsisiwalat ng lahat ng kasamahan mo sa Congress na may Leadership Fund na insertion, Masama na lamang sir ang tingin sau Ng Tao pero Kung gagawa ka lahat ngaun ng kabutihan sa taong Bayan at ituturo mo lahat ng Leadership Fund na insertion sa pamumuno mo as Chairman ng Appropriation Committee aba pwedeng mabaligtad ang sitwasyon at kung magalit man sau ang taong bayan, makikita pa rin nila Sir ang kabutihan na iyong gagawin para sa taong bayan, ilabas mo din Sir sana ang Resibo ng lahat ng may Leadership Fund 2023, 2024, 2025.. Salamat po",11/17/2025
"We believe na criminal sya, but god please protect him until we succeed to capture and punish the Real Masterminds.",11/17/2025
"Bilisan mo na baka mapatay kana, nila saya ng buong mgabibidinsya, tawagin ka naming hero, kapag Naipakikita mo na ang mga yan.",11/17/2025
"Bilisan mo na baka mapatay kana, nila saya ng buong mgabibidinsya, tawagin ka naming hero, kapag Naipakikita mo na ang mga yan.",11/17/2025
pls pray tell the prrd kidnapping,11/17/2025
"Dapat ilabas niyo na po lahat lahat sir bago pa mahuli ang lahat,baka may mga plano na po mga kalaban niyo sa tapusin na agad kayo bago niyo pa ilabas ang lahat lahat na ebidensiya tapos sundin niyo po ang suggestion ni sir Mike Defensor na ipa notarise sa console diyan sa bansa kung nasaan po kayo ngayon.",11/17/2025
ilabas nyo na po lahat ng ebidensya para makulong na ang master mind,11/17/2025
Sir zaldy pwede nyo din po ba isiwalat ang naging plano hanggang sa pagpadala kay fprrd sa the hague at kung sino po ang lahat na involved.,11/21/2025
Talagang kapag ang DIYOS na ang kumilos lahat ay maaayos at binigyan ka ng pagkakataon na ituwid lahat na kamalian hinipo ang puso mo na ibunyag lahat na iyong nalalaman sa katiwalian. Nawa after all yong kayamanan mo ay itulong sa higit na nangangailangan para naman matuwa ang karamihan. Aanhin mo ba ang kayamanan kung wala ka namang kapayapaan at dahil nga nagsalita narin si Senator Imee kanina lang maayos na ang bayan. the truth will set you free!,11/17/2025
Good job cong!,11/18/2025
"God bless you po.
maraming salamat po.
Samahan ka sana ng panginoon..ingat po kayo sir.",11/17/2025
Protect zaldy co at all cost nag sisimula ng gumalaw mga mastermind,11/20/2025
The truth will set you free.,11/17/2025
Ibulgar mo na nagbayad kayo sa afp at pnp...pati yung utak sa icc kidnap.....,11/17/2025
"May warrant kana po Idol, ilabas mo na yan do or die na !",11/21/2025
Magkano bayad at ninakaw,11/17/2025
"Isend niyo po maraming copies ng ebidensya s supreme court, s mga mtitino n senador ky marcoleta at cayetano pra sure n andun n ebidensya",11/17/2025
"Good Zaldy, sabihin mo ng lahat para mawala na ang mga crocodile.",11/17/2025
"Naniniwala ang Taumbayan sa mga sinasabi mo..tuloy mo lng yan..maaring dika makakaiwas sa mga kasong nakaatang sayo, pero mapapanagot mo yung mga taong nasa likod mo nong ginawa mo lahat ng yun, na ngayon IKAW na yung TARGET nila.. Mas mabuti na yung sabay sabay bumagsak kesa ako-in mo lahat..Bigyan mo kaming mga Pilipino ng kahit konting tiwala sayo sakabila ng kasalanang nagawa mo sa pamamagitan ng pagsiwalat ng buong KATOTOHANAN. Rep. Zaldy Co",11/18/2025
"Tama po ginagawa nyo, isiwalat ang katutuhanan at umamin sa pagkakamali habang buhay pa po kayo, kasi kapag wala na po kayo sa mundo at hindi nyo ginagawa ang tama, mas malaking pagdurusa po ang sasapitin nyo sa kabilang buhay at habang buhay ang pamilya nyo",11/18/2025
Mag update po kayo hehehe kasi simula ng sinabi mo about menah at olaivar ehhh sabi ni Ping sabi daw Bernardo ginagamit pangalan ni Pangulo.. Sana naman may piktyur pang nakatago dyan 😁😁,11/19/2025
"Halatang bagsak ang katawan mu dahil cguro sa sobrang stressed, ikw ba nmn gawing panakip butas at gamitin panangga Para malinis pangalan nila.. Pero Tama ang desiosyon mu na isiwalat ang katotohanan.. Salute Sayo sir..🫡",11/18/2025
Very good sir,11/17/2025
Zaldy co ilabas mo na lahat ng kalokohan nyo ni martin ..dahil may warrant kana,11/21/2025
Umuwi po kayo para magpayag ng katotohanan hindi kayo maano at poproteksyunan kayo ng gobyerno kase sa pahayag mo anot ano man ang mangyari sayo ang suspect tyak si PBBM kaya llo ka nyang poproteksyunan ...ang problema lang ay kung ang dadali sa inyo ay ang tagasugo nyo kaya mas mainam na magsabi kayo ng totoo para anot ano man mangyari sayo nabawasan ang kasalanan mo,11/17/2025
Good job MR CO,11/17/2025
Salamat sa pagsiwalat mo ng katotohanan,11/17/2025
"Mag ingat ka talaga sir at tiyak kami may mga hakbang na silang pinaplano laban sayo, huwag ka muna umuwi ng pinas hanggat dika sure sa safety mo at ng buong pamilya mo, ikaw ang pinaka inaasahan naming susi para matukoy kung sino ang totoong Mastermind sa nakawan ng kaban ng bayan.",11/19/2025
Pangalan mo na lahat ng kasabwat at nakinabang sa mga kawalang hiyaan nyo. Total nilaglag ka na nila.,11/17/2025
Para sa bayan at katotohanan..mabuhay ka Cong z!,11/17/2025
Cong.Sana ung pgdakip kay PRRD.. at magkano talaga ginugol na budget para lahat po malinawan.. Kht papano po marami kau maisave na tao dto sa maling gobyerno ng Pilipinas..,11/18/2025
#MartinRomualdez magsalita kana. Ikaw dn bahala ka,11/17/2025
Lahat po sana ng sangkot I labas mo mga pangalan at ebidensiya....,11/17/2025
laban cong.. ilabas mo lahat para dima madiin,11/17/2025
Naa nasad moingon nga AI ni mga bomboang mo!!,11/17/2025
ito na mainit pa,11/17/2025
Stressful much,11/17/2025
"Ilabas mo na lahat, bago ka patayin!",11/17/2025
Mag live ka po sir para d cla mka lusot.,11/17/2025
"mga anak daw ni aunti Claire saan mo pinapaaral bongski? grabe naman , yan ba katumbas pagging lapdop nya Bongbong Marcos Social Secretary’s Office Senator Imee R. Marcos Rep. Zaldy Co Presidential Communications Office",11/17/2025
naaawa ako sa kanya .. sya rin kasi hmukay ng libingan nya huhuh.. sana mabigyan ng justice ang kanyang effort para hindi masayang ... keep safe po. hanggat nagsasabi ka ng katotohanan maraming kakampi sayu.,11/17/2025
Wala ka po bang new upload? Kinasuhan kana Cong.,11/18/2025
Ilabas mo na lahat para ma secure na safety mo,11/19/2025
Pagkatapus nang crisis tumakbu Kang senador,11/17/2025
Ilabas mo na lahat Ng ebidensya,11/18/2025
Ilabas mo nalang lahat habangay Oras pa,11/17/2025
"Nakakaawa Kang patayin
Nakaka gigil Kang buhayin🤣",11/17/2025
Next episode please.,11/23/2025
Naniniwala po talaga ako sa manghuhula na may lalabas na magsabi Ng totoo. Ito na un,11/17/2025
Waiting for the next song 😁,11/20/2025
"Wla na akong masabi @zaldy Co thank you sa mga ginagawa mo at sana safe ka at walang mangyaring masama sa iyo Kung saan kaman ngayon., sana Ilantad muna lahat nang sangkot.",11/20/2025
Si antikloring ang Al,11/18/2025
God bless u sir,11/17/2025
KAILAN PO LALABAS ANG BAGONG VIDEO?,11/20/2025
Ingat nanganganib kana!!!,11/17/2025
It would be better if you could organize the narration by chapters provided it flows continuously. This will make it easier to follow and understand.,11/17/2025
"Thanks for this part 4 episode pogi ZALDY Co ,, congratulations 🎉🙏💕😍😍 keep going you are the witness",11/17/2025
Ito ung pinkamasarap pakinggan n kanta,11/17/2025
Ikanta nyo na po lahat bka sakaling mapatawad kpa nmin,11/17/2025
Thank you Lord. Philippines is healing,11/17/2025
Trye. yan may anino po kayo. Not A1.. go go..Tama po yan ginawa niyo.. par sa rile at pamilya niyo po.at sa Panginoon..at samabyanan Pilipino.. mag pray lang po kayo na maging matatag at maging tahimik na ang buhay niyo. Fight for you're right.,11/20/2025
Naway gabayan ka ng panginoon sa pagtulong mo na mapanagot ang tunay na nasa likod ng paghihirap ng mga pilipino.,11/18/2025
Bilisan mo mag lahad ng buong ka totohanan,11/21/2025
Bagaman may receipts pilit ka paring babaligtarin. Wag ka talagang uuwi kundi baka ma N*n*y Aqu*no ka sa airport palang.,11/17/2025
ano po yung video call nyo ni AFP Brawne,11/17/2025
"Cong, ramdam ko mag-uupload ka ulit ng new video. Patiently waiting Cong, grabe na revelations ni Manang Imee kagabi at di pa din nag-sstep down ang bff mo🤦‍♀️😬We are waiting for more pasabog sayo Cong. Super excited na kami sa new episodes😅Ingat ka diyan palagi Cong🙏",11/18/2025
"Thank you for your bravery, parasa pagmamahal sa pamilya mo, para sa bayan 🙏 Ang nagkamali dapat lang Naman na maging accountable for your actions. Whatever it is, para sa bayan salamat at nangibabaw Ang tapang para sa bayan at sa pamilya.",11/17/2025
Kawawa ka naman...kaya pag alam nating masama at di magandang gawain wag na nating gawin.Ngayon ikaw yong nagdurusa at ginagamit ka lang nila...naiwan ka sa ere.Kaya wag mong hayaan na ikaw lang ang mapaparusahan at magdudusa sa pinaggagawa nila.Ang dami nilang tuta...one day babagsak din mga yan gaya sayo,11/17/2025
SIR #ZaldyCo ung eroplano ba gamit na dinala si PRD sa Hague ay eroplano mo?,11/17/2025
Sana Po sir Sabihin mo na lahat ng alam mo para sa mga taon bayan maawa Po kayo Nakita nyo ang ngyari sa Cebu subrang kawawa ang mga kababayan natin ang maitulong na Lang namin sayo is prayer para sa kaligtasan mo,11/17/2025
Bonyag morin sino utos sa impich bi sara,11/17/2025
Very good sir,11/21/2025
Laban rep.!!,11/18/2025
asan ang mga screenshots,11/19/2025
part 3 na po sana,11/17/2025
praying for your safety and good health sir salamat at naglakas loob kana magsabi sa katutuhanan 🙏🏻,11/18/2025
He is credible for a WPP,11/19/2025
"Di na ako galit sayo ngayun instead gawin mo ang tama para sa bayan natin ikaw ang magging susi para di toloyan lumobog ang ating Bansa
Alam mo siguro na maraming binaha naging kawawa at namatay sa Bayan mo.
Be brave more Zaldy Co",11/17/2025
"tama yan ginawa nyo po sir dapat detalyado.. Saying the truth will make it easier and my peace of mind.Btw, much better if you do it Live🤔 ksi ang daming palusot nung kalaban..Sana isiwalat mo rin yong mga taong sangkot sa pagkidnap kay FPRRD po.",11/17/2025
